['UV', 83, 'CV', 105, 'addr2line', 'pwd', 'V0', 'V3', 0.8695692109855792, 0.9897873401641846]
['BV', 45, 'CV', 106, 'svn', 'pr', 'V3', 'V3', 0.7034823284823285, 0.7295942306518555]
['UV', 31, 'CV', 228, 'gprof', 'false', 'V3', 'V0', 0.9446742502585316, 1.0276575088500977]
['BV', 79, 'CV', 93, 'bash', 'fmt', 'V3', 'V3', 0.9382805507011637, 2.8868355751037598]
['UV', 65, 'CV', 262, 'objdump', 'stat', 'V1', 'V1', 0.9346237661838226, 1.618013620376587]
['CV', 164, 'UV', 4, 'nl', 'cmp', 'V3', 'V2', 0.1138047138047138, 0.03313755989074707]
['BV', 32, 'CV', 114, 'perl', 'expr', 'V0', 'V3', 0.92799801373831, 2.3590261936187744]
['CV', 26, 'UV', 47, 'date', 'sdiff', 'V2', 'V1', 0.1819221967963387, 0.04336261749267578]
['BV', 50, 'CV', 29, 'sort', 'tail', 'V0', 'V2', 0.08203530633437173, 0.04737377166748047]
['CV', 227, 'UV', 55, 'tty', 'ranlib', 'V0', 'V1', 0.9401862770229855, 1.1507270336151123]
['CV', 300, 'BV', 17, 'whoami', 'codeblocks', 'V1', 'V2', 0.9801446451922821, 12.960596799850464]
['UV', 70, 'CV', 283, 'locate', 'kill', 'V0', 'V1', 0.564700049578582, 0.05486583709716797]
['CV', 304, 'BV', 71, 'chmod', 'ruby', 'V1', 'V1', 0.8038379530916845, 0.014714241027832031]
['CV', 102, 'UV', 38, 'uptime', 'xargs', 'V3', 'V3', 0.2493074792243768, 0.08060383796691895]
['CV', 38, 'UV', 65, 'split', 'objdump', 'V2', 'V1', 0.8780487804878049, 2.028883934020996]
['UV', 27, 'CV', 253, 'c++filt', 'fold', 'V3', 'V0', 0.9232421327855075, 0.9562942981719971]
['CV', 155, 'UV', 82, 'cat', 'gprof', 'V3', 'V0', 0.8832439792358098, 1.1659681797027588]
['BV', 3, 'UV', 30, 'diff', 'ld', 'V1', 'V3', 0.7882457504721697, 3.0907371044158936]
['BV', 60, 'CV', 49, 'codeblocks', 'tsort', 'V1', 'V2', 0.9700626158931499, 11.25694489479065]
['UV', 50, 'CV', 183, 'find', 'users', 'V1', 'V0', 0.7767560664112388, 0.1568009853363037]
['UV', 77, 'BV', 64, 'ranlib', 'openssl', 'V0', 'V2', 0.3699141738786943, 16.29155397415161]
['BV', 38, 'CV', 152, 'ruby', 'env', 'V2', 'V3', 0.7520215633423181, 0.00975799560546875]
['BV', 50, 'CV', 168, 'sort', 'sleep', 'V0', 'V3', 0.22896281800391383, 0.03307151794433594]
['BV', 0, 'CV', 117, 'bash', 'pinky', 'V2', 'V3', 0.9291324684493867, 2.776996374130249]
['BV', 21, 'CV', 307, 'cp', 'cut', 'V1', 'V1', 0.3808353808353808, 0.03967714309692383]
['UV', 47, 'CV', 82, 'sdiff', 'sort', 'V1', 'V2', 0.23141762452107284, 0.08199119567871094]
['UV', 22, 'BV', 40, 'nm', 'lua', 'V3', 'V2', 0.2569684877648025, 2.276669502258301]
['CV', 82, 'BV', 7, 'sort', 'libSDL2-2.0.so', 'V2', 'V0', 0.8011484611910445, 4.843276739120483]
['CV', 66, 'BV', 60, 'link', 'codeblocks', 'V2', 'V1', 0.974254012711408, 12.624504566192627]
['UV', 49, 'CV', 339, 'xargs', 'rm', 'V1', 'V1', 0.08640406607369755, 0.03657937049865723]
['CV', 46, 'BV', 60, 'cut', 'codeblocks', 'V2', 'V1', 0.9632039848959588, 13.70527720451355]
['UV', 25, 'BV', 18, 'as', 'sort', 'V3', 'V3', 0.7747165412737098, 2.3524391651153564]
['UV', 3, 'CV', 58, 'diff3', 'readlink', 'V2', 'V2', 0.2104622871046229, 0.03683733940124512]
['BV', 23, 'CV', 115, 'diff', 'chown', 'V3', 'V3', 0.2972818311874106, 0.12675118446350098]
['UV', 10, 'CV', 141, 'as', 'false', 'V2', 'V3', 0.9366913123844732, 1.8931019306182861]
['CV', 91, 'BV', 5, 'basename', 'libvlccore.so', 'V3', 'V0', 0.9343456412497269, 3.5055227279663086]
['UV', 63, 'CV', 103, 'elfedit', 'dd', 'V1', 'V3', 0.3419870194707938, 0.0498964786529541]
['UV', 73, 'CV', 316, 'nm', 'nohup', 'V0', 'V1', 0.9139506970732157, 0.9625012874603271]
['CV', 218, 'BV', 71, 'true', 'ruby', 'V0', 'V1', 0.5544794188861986, 0.004809141159057617]
['CV', 307, 'BV', 43, 'cut', 'lua', 'V1', 'V0', 0.8328635383850108, 0.3500702381134033]
['CV', 11, 'UV', 2, 'printenv', 'find', 'V2', 'V2', 0.76905311778291, 0.17931318283081055]
['UV', 64, 'CV', 14, 'size', 'dirname', 'V1', 'V2', 0.9137178001604421, 1.007603406906128]
['CV', 208, 'UV', 42, 'echo', 'diff', 'V0', 'V3', 0.7336914811972371, 0.08637213706970215]
['UV', 6, 'CV', 113, 'sdiff', 'date', 'V2', 'V3', 0.12285581826611036, 0.05837273597717285]
['UV', 20, 'BV', 59, 'size', 'make', 'V2', 'V1', 0.42456653158838775, 1.8281540870666504]
['BV', 39, 'CV', 83, 'svn', 'tac', 'V1', 'V2', 0.5750119827448474, 0.49283313751220703]
['CV', 171, 'BV', 54, 'rmdir', 'lua', 'V3', 'V3', 0.8147806613094454, 0.49768781661987305]
['BV', 60, 'UV', 39, 'codeblocks', 'find', 'V1', 'V3', 0.7631863770834837, 14.979981660842896]
['BV', 9, 'CV', 103, 'dot', 'dd', 'V2', 'V3', 0.711168164313222, 0.03158402442932129]
['UV', 21, 'CV', 143, 'objdump', 'yes', 'V2', 'V3', 0.9226359143327841, 1.6253104209899902]
['CV', 297, 'BV', 69, 'chroot', 'gvmap', 'V1', 'V0', 0.7444933920704846, 0.10751509666442871]
['UV', 14, 'BV', 10, 'objcopy', 'gvmap', 'V2', 'V2', 0.6314757416661395, 1.872399091720581]
['UV', 36, 'CV', 257, 'objdump', 'tac', 'V3', 'V0', 0.8631537554069996, 2.100663185119629]
['BV', 54, 'CV', 144, 'lua', 'who', 'V3', 'V3', 0.7807652533609101, 0.44113779067993164]
['CV', 99, 'UV', 40, 'stty', 'diff3', 'V3', 'V3', 0.10005184033177816, 0.045621395111083984]
['CV', 60, 'BV', 76, 'hostid', 'diff', 'V2', 'V2', 0.6486686390532544, 0.08713746070861816]
['UV', 64, 'CV', 235, 'size', 'ginstall', 'V1', 'V0', 0.796652719665272, 1.1766231060028076]
['UV', 31, 'CV', 278, 'gprof', 'mkfifo', 'V3', 'V1', 0.9336760925449872, 1.0549862384796143]
['BV', 68, 'UV', 2, 'dot', 'find', 'V0', 'V2', 0.8774509803921569, 0.1521751880645752]
['UV', 39, 'CV', 225, 'find', 'printf', 'V3', 'V0', 0.8135936636581322, 0.3152329921722412]
['CV', 133, 'BV', 70, 'cut', 'ssh', 'V3', 'V0', 0.947891669523483, 4.464542865753174]
['CV', 11, 'UV', 13, 'printenv', 'strings', 'V2', 'V2', 0.9182709771158736, 1.0809128284454346]
['UV', 41, 'BV', 28, 'cmp', 'openssl', 'V3', 'V1', 0.9666061384472298, 8.35632848739624]
['CV', 49, 'BV', 77, 'tsort', 'perl', 'V2', 'V2', 0.9637994345692653, 2.859494924545288]
['CV', 54, 'BV', 56, 'false', 'ssh', 'V2', 'V3', 0.9427778511959826, 1.5441994667053223]
['BV', 32, 'CV', 82, 'perl', 'sort', 'V0', 'V2', 0.8713901273245772, 2.5916383266448975]
['CV', 41, 'UV', 57, 'nice', 'strings', 'V2', 'V1', 0.9080665355034877, 1.075793743133545]
['CV', 48, 'UV', 43, 'df', 'sdiff', 'V2', 'V3', 0.12059369202226344, 0.05823040008544922]
['CV', 31, 'UV', 72, 'sha1sum', 'find', 'V2', 'V0', 0.6435643564356436, 0.14258480072021484]
['BV', 48, 'CV', 156, 'gvmap', 'csplit', 'V3', 'V3', 0.49770992366412214, 0.14960527420043945]
['BV', 25, 'UV', 26, 'git', 'ranlib', 'V3', 'V3', 0.7038736527585103, 16.631471633911133]
['CV', 244, 'UV', 74, 'vdir', 'strip', 'V0', 'V0', 0.8210880153666735, 1.872037649154663]
['BV', 77, 'CV', 238, 'perl', 'md5sum', 'V2', 'V0', 0.9673796269166911, 2.5524637699127197]
['CV', 156, 'UV', 47, 'csplit', 'sdiff', 'V3', 'V1', 0.12858555885262113, 0.05156373977661133]
['BV', 9, 'CV', 37, 'dot', 'seq', 'V2', 'V2', 0.4750593824228029, 0.013954639434814453]
['UV', 8, 'BV', 20, 'strip', 'sort', 'V2', 'V1', 0.8414738646101114, 1.4270329475402832]
['UV', 53, 'BV', 10, 'readelf', 'gvmap', 'V1', 'V2', 0.11039729501267959, 0.2707080841064453]
['UV', 15, 'BV', 47, 'ld', 'dot', 'V2', 'V3', 0.9719381391868296, 1.6825413703918457]
['UV', 36, 'CV', 24, 'objdump', 'factor', 'V3', 'V2', 0.9365876445171085, 1.9399123191833496]
['CV', 36, 'BV', 23, 'chroot', 'diff', 'V2', 'V3', 0.56875, 0.1006467342376709]
['BV', 26, 'CV', 81, 'geany', 'sleep', 'V2', 'V2', 0.9800229060663525, 24.09782838821411]
['CV', 79, 'BV', 42, 'fold', 'libvlc.so', 'V2', 'V1', 0.7692141156094393, 0.3015117645263672]
['CV', 317, 'BV', 5, 'yes', 'libvlccore.so', 'V1', 'V0', 0.9604716824447767, 3.2904677391052246]
['CV', 147, 'UV', 72, 'hostid', 'find', 'V3', 'V0', 0.6507444168734491, 0.13719391822814941]
['CV', 68, 'UV', 31, 'cat', 'gprof', 'V2', 'V3', 0.8577426525067918, 1.3141860961914062]
['BV', 78, 'CV', 222, 'make', 'df', 'V2', 'V0', 0.724721261053441, 0.23198151588439941]
['CV', 318, 'BV', 12, 'who', 'sort', 'V1', 'V2', 0.4728610855565778, 0.06351065635681152]
['UV', 80, 'CV', 161, 'objcopy', 'pathchk', 'V0', 'V3', 0.9034364014635197, 1.2860584259033203]
['UV', 4, 'CV', 296, 'cmp', 'sum', 'V2', 'V1', 0.21178343949044587, 0.028237342834472656]
['BV', 19, 'CV', 46, 'cp', 'cut', 'V3', 'V2', 0.5003636363636363, 0.08828020095825195]
['BV', 9, 'CV', 46, 'dot', 'cut', 'V2', 'V2', 0.5197368421052632, 0.016757488250732422]
['CV', 69, 'BV', 59, 'csplit', 'make', 'V2', 'V1', 0.48451178451178456, 0.3194408416748047]
['CV', 23, 'BV', 65, 'wc', 'ssh', 'V2', 'V1', 0.9543333333333334, 4.957356929779053]
['CV', 45, 'UV', 68, 'cp', 'diff', 'V2', 'V0', 0.07917241379310347, 0.1418919563293457]
['CV', 263, 'UV', 13, 'unlink', 'strings', 'V1', 'V2', 0.9340780076908991, 1.0723018646240234]
['CV', 272, 'BV', 57, 'printenv', 'svn', 'V1', 'V2', 0.8683111954459203, 0.42238569259643555]
['UV', 57, 'BV', 17, 'strings', 'codeblocks', 'V1', 'V2', 0.5560533422655808, 41.245095014572144]
['UV', 40, 'CV', 109, 'diff3', 'kill', 'V3', 'V3', 0.2232667450058754, 0.03976321220397949]
['BV', 70, 'CV', 246, 'ssh', 'id', 'V0', 'V0', 0.9689514172846351, 3.8321282863616943]
['CV', 56, 'BV', 42, 'yes', 'libvlc.so', 'V2', 'V1', 0.7995594713656388, 0.28469204902648926]
['CV', 326, 'UV', 53, 'env', 'readelf', 'V1', 'V1', 0.784651992861392, 0.09219479560852051]
['BV', 68, 'UV', 7, 'dot', 'nm', 'V0', 'V2', 0.9592169657422512, 1.087893009185791]
['CV', 290, 'BV', 64, 'tail', 'openssl', 'V1', 'V2', 0.9136350857464155, 6.584202289581299]
['UV', 73, 'CV', 276, 'nm', 'uptime', 'V0', 'V1', 0.9102469590858828, 0.9355978965759277]
['BV', 14, 'CV', 282, 'openssl', 'chgrp', 'V3', 'V1', 0.9183484349258649, 6.397708415985107]
['CV', 23, 'BV', 0, 'wc', 'bash', 'V2', 'V2', 0.9392299503193754, 3.226660966873169]
['CV', 145, 'BV', 5, 'readlink', 'libvlccore.so', 'V3', 'V0', 0.9139645482057933, 3.657540798187256]
['CV', 129, 'BV', 74, 'dircolors', 'git', 'V3', 'V1', 0.9657310704960835, 6.166256427764893]
['BV', 73, 'UV', 56, 'geany', 'c++filt', 'V0', 'V1', 0.6128452151573539, 25.900896549224854]
['BV', 18, 'CV', 61, 'sort', 'ginstall', 'V3', 'V2', 0.12829989440337908, 0.16579914093017578]
['BV', 80, 'CV', 297, 'cluster', 'chroot', 'V1', 'V1', 0.7583333333333333, 0.11171936988830566]
['BV', 68, 'UV', 83, 'dot', 'addr2line', 'V0', 'V0', 0.9567390886368006, 0.9572432041168213]
['UV', 74, 'CV', 225, 'strip', 'printf', 'V0', 'V0', 0.9265175718849841, 1.3086738586425781]
['UV', 5, 'CV', 263, 'diff', 'unlink', 'V2', 'V1', 0.7219003476245655, 0.07844376564025879]
['BV', 38, 'CV', 85, 'ruby', 'mknod', 'V2', 'V2', 0.7051282051282052, 0.007937908172607422]
['UV', 0, 'BV', 77, 'locate', 'perl', 'V2', 'V2', 0.9154358161648177, 3.933547258377075]
['CV', 232, 'BV', 10, 'readlink', 'gvmap', 'V0', 'V2', 0.7503001200480192, 0.1323094367980957]
['CV', 176, 'BV', 64, 'unlink', 'openssl', 'V0', 'V2', 0.9598065184843948, 5.727934837341309]
['CV', 73, 'UV', 12, 'shred', 'c++filt', 'V2', 'V2', 0.8361230391727281, 1.310368537902832]
['BV', 77, 'CV', 229, 'perl', 'nohup', 'V2', 'V0', 0.9714872932502528, 2.5447335243225098]
['CV', 188, 'BV', 29, 'dirname', 'perl', 'V0', 'V3', 0.974307593215487, 2.9271585941314697]
['CV', 62, 'BV', 72, 'unexpand', 'perl', 'V2', 'V1', 0.9652034796520348, 2.7765674591064453]
['UV', 47, 'CV', 168, 'sdiff', 'sleep', 'V1', 'V3', 0.2732880937692782, 0.03625202178955078]
['CV', 45, 'BV', 56, 'cp', 'ssh', 'V2', 'V3', 0.7910575048732943, 2.545520782470703]
['BV', 31, 'UV', 13, 'codeblocks', 'strings', 'V0', 'V2', 0.543912046054625, 18.309539079666138]
['CV', 248, 'UV', 15, 'pathchk', 'ld', 'V0', 'V2', 0.9525779561593084, 1.9397141933441162]
['CV', 47, 'UV', 36, 'od', 'objdump', 'V2', 'V3', 0.8992154841665235, 2.424126386642456]
['UV', 48, 'CV', 119, 'locate', 'paste', 'V1', 'V3', 0.4795715985719953, 0.07025599479675293]
['BV', 24, 'CV', 319, 'git', 'readlink', 'V0', 'V1', 0.9766643040183196, 3.9621007442474365]
['CV', 196, 'BV', 31, 'kill', 'codeblocks', 'V0', 'V0', 0.976160115318512, 12.446869611740112]
['CV', 313, 'BV', 20, 'logname', 'sort', 'V1', 'V1', 0.5061058344640434, 0.07021450996398926]
['CV', 61, 'UV', 74, 'ginstall', 'strip', 'V2', 'V0', 0.7780458383594693, 2.012423515319824]
['UV', 6, 'BV', 78, 'sdiff', 'make', 'V2', 'V2', 0.6312727272727273, 0.2967805862426758]
['CV', 274, 'BV', 57, 'join', 'svn', 'V1', 'V2', 0.7763347763347763, 0.4893643856048584]
['CV', 39, 'BV', 77, 'whoami', 'perl', 'V2', 'V2', 0.9682767156303944, 2.8177812099456787]
['UV', 41, 'CV', 15, 'cmp', 'uptime', 'V3', 'V2', 0.12285714285714289, 0.033911705017089844]
['UV', 22, 'CV', 178, 'nm', 'basename', 'V3', 'V0', 0.9354310658421244, 1.0344007015228271]
['CV', 162, 'UV', 70, 'tr', 'locate', 'V3', 'V0', 0.34826711749788675, 0.07155442237854004]
['CV', 108, 'BV', 36, 'chgrp', 'libvlc.so', 'V3', 'V2', 0.6031313818924439, 0.5305318832397461]
['UV', 64, 'CV', 286, 'size', 'expand', 'V1', 'V1', 0.9248700017930788, 0.968902587890625]
['BV', 66, 'CV', 15, 'lua', 'uptime', 'V1', 'V2', 0.8059477320516671, 0.34250688552856445]
['UV', 60, 'CV', 332, 'gprof', '[', 'V1', 'V1', 0.9168182569869356, 1.0776479244232178]
['UV', 36, 'CV', 76, 'objdump', 'comm', 'V3', 'V2', 0.9300512104283054, 1.9542932510375977]
['CV', 77, 'UV', 84, 'nl', 'ar', 'V2', 'V0', 0.7834499794153973, 1.3596184253692627]
['UV', 34, 'CV', 328, 'elfedit', 'uname', 'V3', 'V1', 0.3465703971119134, 0.022162675857543945]
['UV', 8, 'CV', 316, 'strip', 'nohup', 'V2', 'V1', 0.9302395209580838, 1.2689037322998047]
['CV', 346, 'BV', 55, 'mknod', 'codeblocks', 'V1', 'V3', 0.9779202092871158, 13.766430854797363]
['CV', 35, 'UV', 28, 'sum', 'strings', 'V2', 'V3', 0.8865183840217885, 1.1567251682281494]
['UV', 52, 'CV', 164, 'strip', 'nl', 'V1', 'V3', 0.8999656002751978, 1.4195959568023682]
['CV', 156, 'UV', 2, 'csplit', 'find', 'V3', 'V2', 0.5560538116591929, 0.23439979553222656]
['BV', 43, 'CV', 326, 'lua', 'env', 'V0', 'V1', 0.8770589234165393, 0.28189849853515625]
['UV', 33, 'CV', 106, 'ar', 'pr', 'V3', 'V3', 0.8126888217522659, 1.2034454345703125]
['CV', 304, 'UV', 76, 'chmod', 'as', 'V1', 'V0', 0.8992677263797106, 2.1325571537017822]
['CV', 166, 'UV', 80, 'fold', 'objcopy', 'V3', 'V0', 0.9031633311814073, 1.5277326107025146]
['BV', 60, 'CV', 307, 'codeblocks', 'cut', 'V1', 'V1', 0.972872598094623, 11.257153749465942]
['BV', 9, 'CV', 235, 'dot', 'ginstall', 'V2', 'V0', 0.6875, 0.03604841232299805]
['BV', 77, 'CV', 203, 'perl', 'tail', 'V2', 'V0', 0.9530734923405081, 2.565739631652832]
['CV', 133, 'BV', 45, 'cut', 'svn', 'V3', 'V3', 0.7936790258585306, 0.8335473537445068]
['CV', 86, 'UV', 1, 'ln', 'xargs', 'V2', 'V2', 0.186456400742115, 0.06117987632751465]
['BV', 68, 'CV', 121, 'dot', 'echo', 'V0', 'V3', 0.47103274559193953, 0.013014554977416992]
['CV', 334, 'BV', 30, 'shred', 'bash', 'V1', 'V0', 0.9191899427676955, 2.9645800590515137]
['CV', 276, 'BV', 15, 'uptime', 'libvlccore.so', 'V1', 'V3', 0.9532090699461953, 4.346186637878418]
['UV', 21, 'CV', 271, 'objdump', 'ptx', 'V2', 'V1', 0.8369325694138386, 1.738306999206543]
['CV', 79, 'BV', 73, 'fold', 'geany', 'V2', 'V0', 0.975846171145845, 19.24677062034607]
['BV', 59, 'UV', 74, 'make', 'strip', 'V1', 'V0', 0.5061672513296368, 2.8840739727020264]
['CV', 150, 'UV', 75, 'mv', 'readelf', 'V3', 'V0', 0.1376182204207682, 0.2128276824951172]
['UV', 58, 'CV', 38, 'objcopy', 'split', 'V1', 'V2', 0.8674601027860427, 1.4306795597076416]
['CV', 304, 'UV', 6, 'chmod', 'sdiff', 'V1', 'V2', 0.12043010752688177, 0.04785871505737305]
['UV', 30, 'CV', 101, 'ld', 'dirname', 'V3', 'V3', 0.9311172446897876, 1.9918251037597656]
['CV', 145, 'UV', 42, 'readlink', 'diff', 'V3', 'V3', 0.47791952894995093, 0.10803103446960449]
['CV', 102, 'BV', 21, 'uptime', 'cp', 'V3', 'V1', 0.16008105369807502, 0.054524898529052734]
['BV', 5, 'CV', 142, 'libvlccore.so', 'nohup', 'V0', 'V3', 0.9254104599325867, 3.0899322032928467]
['BV', 21, 'CV', 12, 'cp', 'stty', 'V1', 'V2', 0.20895522388059695, 0.04808163642883301]
['BV', 10, 'UV', 24, 'gvmap', 'readelf', 'V2', 'V3', 0.3256997455470738, 0.5710592269897461]
['UV', 24, 'CV', 230, 'readelf', 'yes', 'V3', 'V0', 0.8861280236959026, 0.23254036903381348]
['BV', 73, 'CV', 155, 'geany', 'cat', 'V0', 'V3', 0.9692473214685973, 16.848548889160156]
['CV', 4, 'BV', 14, 'basename', 'openssl', 'V2', 'V3', 0.9490532482477246, 7.0203938484191895]
['CV', 91, 'BV', 74, 'basename', 'git', 'V3', 'V1', 0.9718448191193322, 5.71730637550354]
['CV', 75, 'BV', 28, 'tr', 'openssl', 'V2', 'V1', 0.9699651737982742, 8.24820876121521]
['CV', 307, 'UV', 52, 'cut', 'strip', 'V1', 'V1', 0.9295695919508105, 1.5429010391235352]
['CV', 80, 'UV', 80, 'uniq', 'objcopy', 'V2', 'V0', 0.9034364014635197, 1.4763715267181396]
['BV', 14, 'CV', 65, 'openssl', 'env', 'V3', 'V2', 0.9515030899759087, 6.165126323699951]
['UV', 11, 'BV', 25, 'ranlib', 'git', 'V2', 'V3', 0.7001996539331825, 38.98485279083252]
['CV', 347, 'UV', 13, 'ln', 'strings', 'V1', 'V2', 0.8919838781907747, 1.1747779846191406]
['CV', 117, 'UV', 61, 'pinky', 'addr2line', 'V3', 'V1', 0.8604449078901634, 1.218639850616455]
['CV', 22, 'BV', 52, 'kill', 'libSDL2-2.0.so', 'V2', 'V2', 0.9436970861683893, 5.057524919509888]
['CV', 142, 'UV', 41, 'nohup', 'cmp', 'V3', 'V3', 0.13314840499306513, 0.03192400932312012]
['UV', 19, 'CV', 180, 'elfedit', 'fmt', 'V2', 'V0', 0.22342342342342336, 0.02172112464904785]
['BV', 83, 'CV', 238, 'git', 'md5sum', 'V2', 'V0', 0.980245647930919, 7.305257558822632]
['UV', 55, 'BV', 33, 'ranlib', 'openssl', 'V1', 'V0', 0.5743755157152501, 22.874244689941406]
['CV', 228, 'UV', 38, 'false', 'xargs', 'V0', 'V3', 0.611484422724496, 0.05450034141540527]
['UV', 72, 'CV', 195, 'find', 'chgrp', 'V0', 'V0', 0.565063440542933, 0.14174842834472656]
['BV', 6, 'CV', 8, 'libvlc.so', 'du', 'V0', 'V2', 0.4123438091631957, 0.37661123275756836]
['CV', 187, 'UV', 13, 'join', 'strings', 'V0', 'V2', 0.8907984246330111, 1.1802875995635986]
['CV', 115, 'UV', 55, 'chown', 'ranlib', 'V3', 'V1', 0.803638096751132, 1.4523639678955078]
['CV', 295, 'BV', 72, 'echo', 'perl', 'V1', 'V1', 0.9760045577934917, 2.7096149921417236]
['CV', 338, 'BV', 4, 'nl', 'geany', 'V1', 'V3', 0.9587973082284907, 35.46112895011902]
['CV', 190, 'BV', 65, 'dd', 'ssh', 'V0', 'V1', 0.9482288828337875, 4.811964750289917]
['UV', 52, 'CV', 208, 'strip', 'echo', 'V1', 'V0', 0.9509713882020487, 1.3574542999267578]
['CV', 335, 'UV', 34, 'pathchk', 'elfedit', 'V1', 'V3', 0.31343283582089554, 0.023607254028320312]
['CV', 7, 'BV', 36, 'dir', 'libvlc.so', 'V2', 'V2', 0.512249443207127, 0.6014351844787598]
['BV', 67, 'UV', 56, 'cluster', 'c++filt', 'V0', 'V1', 0.6253172344843497, 1.9153475761413574]
['BV', 70, 'CV', 33, 'ssh', 'sync', 'V0', 'V2', 0.9685421286031042, 3.7192249298095703]
['CV', 13, 'UV', 58, 'join', 'objcopy', 'V2', 'V1', 0.8956617243272927, 1.6122195720672607]
['BV', 33, 'CV', 232, 'openssl', 'readlink', 'V0', 'V0', 0.9803246201755214, 6.370993137359619]
['BV', 59, 'CV', 204, 'make', 'pinky', 'V1', 'V0', 0.7759871071716358, 0.21132302284240723]
['CV', 198, 'BV', 17, 'factor', 'codeblocks', 'V0', 'V2', 0.9778222044515527, 13.026508092880249]
['UV', 64, 'CV', 190, 'size', 'dd', 'V1', 'V0', 0.8646864686468647, 1.0484044551849365]
['CV', 316, 'UV', 73, 'nohup', 'nm', 'V1', 'V0', 0.9139506970732157, 1.074099063873291]
['CV', 200, 'UV', 45, 'date', 'cmp', 'V0', 'V1', 0.08661417322834641, 0.0342097282409668]
['UV', 80, 'CV', 323, 'objcopy', 'unexpand', 'V0', 'V1', 0.9384817710235991, 1.254436731338501]
['UV', 37, 'CV', 77, 'locate', 'nl', 'V3', 'V2', 0.2363103953147877, 0.13614630699157715]
['UV', 3, 'BV', 35, 'diff3', 'libvlccore.so', 'V2', 'V2', 0.9066089248729053, 4.690397262573242]
['UV', 44, 'CV', 123, 'diff3', 'chroot', 'V1', 'V3', 0.13186191284663273, 0.0413665771484375]
['CV', 127, 'UV', 29, 'ls', 'objcopy', 'V3', 'V3', 0.7125312099331939, 2.202103614807129]
['UV', 23, 'CV', 329, 'strip', 'cat', 'V3', 'V1', 0.9362075543685616, 1.2686729431152344]
['CV', 139, 'BV', 70, 'logname', 'ssh', 'V3', 'V0', 0.9601890502639114, 4.290263652801514]
['UV', 71, 'BV', 42, 'xargs', 'libvlc.so', 'V0', 'V1', 0.7417980400511291, 0.3260188102722168]
['CV', 298, 'BV', 11, 'seq', 'bash', 'V1', 'V1', 0.9596435811607185, 2.747938632965088]
['UV', 82, 'BV', 48, 'gprof', 'gvmap', 'V0', 'V3', 0.5827492490344729, 1.447969675064087]
['CV', 133, 'BV', 29, 'cut', 'perl', 'V3', 'V3', 0.9463788055173387, 3.272475481033325]
['BV', 80, 'CV', 25, 'cluster', 'expand', 'V1', 'V2', 0.6838235294117647, 0.11293196678161621]
['BV', 27, 'CV', 59, 'libSDL2-2.0.so', 'head', 'V1', 'V2', 0.9279784485128374, 4.164742708206177]
['BV', 4, 'CV', 105, 'geany', 'pwd', 'V3', 'V3', 0.9753540683143571, 28.050015211105347]
['CV', 22, 'BV', 24, 'kill', 'git', 'V2', 'V0', 0.9705402761169692, 4.453294038772583]
['CV', 98, 'UV', 20, 'printenv', 'size', 'V3', 'V2', 0.9000446229361893, 1.1441524028778076]
['UV', 4, 'BV', 8, 'cmp', 'cluster', 'V2', 'V2', 0.572, 0.14888525009155273]
['BV', 34, 'CV', 16, 'svn', 'dd', 'V0', 'V2', 0.6520331054336093, 0.4001288414001465]
['BV', 10, 'CV', 191, 'gvmap', 'mkfifo', 'V2', 'V0', 0.7688808007279345, 0.11258101463317871]
['CV', 294, 'UV', 56, 'sync', 'c++filt', 'V1', 'V1', 0.9353479853479854, 1.030656099319458]
['UV', 79, 'CV', 332, 'strings', '[', 'V0', 'V1', 0.9053977807034042, 0.8890821933746338]
['CV', 135, 'BV', 45, 'df', 'svn', 'V3', 'V3', 0.6374079160943938, 1.049217939376831]
['UV', 28, 'CV', 93, 'strings', 'fmt', 'V3', 'V3', 0.8698938276048227, 1.0186786651611328]
['UV', 49, 'CV', 305, 'xargs', 'true', 'V1', 'V1', 0.4068100358422939, 0.019829750061035156]
['CV', 267, 'UV', 55, 'fmt', 'ranlib', 'V1', 'V1', 0.9242372881355932, 1.1834795475006104]
['BV', 73, 'CV', 208, 'geany', 'echo', 'V0', 'V0', 0.9843252399774138, 16.837299346923828]
['UV', 13, 'BV', 0, 'strings', 'bash', 'V2', 'V2', 0.3555411615927948, 9.119013547897339]
['UV', 6, 'CV', 217, 'sdiff', 'chmod', 'V2', 'V0', 0.2128037937166568, 0.04058718681335449]
['UV', 16, 'BV', 37, 'gprof', 'geany', 'V2', 'V1', 0.6305056306669679, 92.4207878112793]
['UV', 41, 'BV', 71, 'cmp', 'ruby', 'V3', 'V1', 0.7825059101654847, 0.013718366622924805]
['CV', 38, 'UV', 31, 'split', 'gprof', 'V2', 'V3', 0.8401696159178015, 1.353208065032959]
['BV', 32, 'CV', 169, 'perl', 'sort', 'V0', 'V3', 0.8323108384458078, 2.717325210571289]
['CV', 278, 'UV', 48, 'mkfifo', 'locate', 'V1', 'V1', 0.6544642857142857, 0.06338834762573242]
['UV', 35, 'BV', 52, 'size', 'libSDL2-2.0.so', 'V3', 'V2', 0.3133673714148648, 15.935901403427124]
['CV', 39, 'BV', 52, 'whoami', 'libSDL2-2.0.so', 'V2', 'V2', 0.9492655484946348, 4.939044713973999]
['CV', 7, 'UV', 34, 'dir', 'elfedit', 'V2', 'V3', 0.37462876537972, 0.07889938354492188]
