['CV', 182, 'UV', 39, 'du', 'find', 'V0', 'V3', 0.9728395061728395, 1.6814804077148438]
['BV', 43, 'UV', 15, 'lua', 'ld', 'V0', 'V2', 0.9609691919745642, 11.807608127593994]
['CV', 302, 'UV', 18, 'nice', 'ar', 'V1', 'V2', 0.9795751633986928, 0.680436372756958]
['BV', 48, 'CV', 90, 'gvmap', 'test', 'V3', 'V3', 0.9719063545150501, 0.32217860221862793]
['UV', 35, 'CV', 147, 'size', 'hostid', 'V3', 'V3', 0.9956709956709957, 0.8297936916351318]
['BV', 68, 'UV', 56, 'dot', 'c++filt', 'V0', 'V1', 0.9911797133406836, 0.4019622802734375]
['BV', 32, 'CV', 161, 'perl', 'pathchk', 'V0', 'V3', 0.997747113489158, 2.046368360519409]
['CV', 230, 'BV', 52, 'yes', 'libSDL2-2.0.so', 'V0', 'V2', 0.9848207275582308, 1.070486307144165]
['CV', 243, 'UV', 75, 'csplit', 'readelf', 'V0', 'V0', 0.96440489432703, 0.5711414813995361]
['UV', 66, 'BV', 58, 'diff3', 'ruby', 'V0', 'V3', 1.0, 0.017522335052490234]
['CV', 14, 'BV', 8, 'dirname', 'cluster', 'V2', 'V2', 0.9617444529456771, 0.20762419700622559]
['CV', 276, 'UV', 64, 'uptime', 'size', 'V1', 'V1', 0.980899830220713, 0.7948460578918457]
['UV', 73, 'CV', 84, 'nm', 'rmdir', 'V0', 'V2', 0.9934867564046895, 0.8250625133514404]
['CV', 273, 'BV', 60, 'stty', 'codeblocks', 'V1', 'V1', 0.9961587708066582, 3.6897919178009033]
['CV', 285, 'UV', 17, 'factor', 'addr2line', 'V1', 'V2', 0.9779364049318624, 0.6928391456604004]
['CV', 347, 'BV', 1, 'ln', 'libSDL2-2.0.so', 'V1', 'V3', 0.9805890982959033, 2.0003204345703125]
['BV', 76, 'CV', 70, 'diff', 'vdir', 'V2', 'V2', 0.9585223590408296, 0.4617493152618408]
['UV', 40, 'CV', 130, 'diff3', 'chmod', 'V3', 'V3', 0.9090909090909091, 0.15110158920288086]
['UV', 59, 'BV', 58, 'ld', 'ruby', 'V1', 'V3', 0.9985309240487733, 0.18386101722717285]
['BV', 66, 'CV', 306, 'lua', 'cp', 'V1', 'V1', 0.983962579351821, 0.9659500122070312]
['UV', 45, 'CV', 213, 'cmp', 'whoami', 'V1', 'V0', 0.9616306954436451, 0.03527688980102539]
['BV', 3, 'CV', 176, 'diff', 'unlink', 'V1', 'V0', 0.9845303867403314, 0.08168506622314453]
['CV', 310, 'UV', 38, 'tsort', 'xargs', 'V1', 'V3', 0.9542682926829268, 0.09955143928527832]
['BV', 68, 'CV', 202, 'dot', 'chown', 'V0', 'V0', 0.9892183288409704, 0.040938615798950195]
['UV', 69, 'CV', 169, 'sdiff', 'sort', 'V0', 'V3', 0.9084451460142068, 0.2872438430786133]
['CV', 178, 'BV', 54, 'basename', 'lua', 'V0', 'V3', 0.97911227154047, 0.3721809387207031]
['BV', 11, 'CV', 193, 'bash', 'pr', 'V1', 'V0', 0.9963616907437132, 2.197521686553955]
['BV', 36, 'CV', 186, 'libvlc.so', 'stty', 'V2', 'V0', 0.9942028985507246, 0.399507999420166]
['UV', 75, 'CV', 57, 'readelf', 'who', 'V0', 'V2', 0.988, 0.30025291442871094]
['BV', 21, 'CV', 226, 'cp', 'logname', 'V1', 'V0', 0.9753521126760564, 0.049779653549194336]
['CV', 122, 'BV', 60, 'sum', 'codeblocks', 'V3', 'V1', 0.9936362479317806, 4.9264075756073]
['UV', 39, 'CV', 157, 'find', 'vdir', 'V3', 'V3', 0.9757113115891742, 1.4547686576843262]
['CV', 279, 'UV', 43, 'pwd', 'sdiff', 'V1', 'V3', 0.872113676731794, 0.06511664390563965]
['BV', 83, 'CV', 310, 'git', 'tsort', 'V2', 'V1', 0.9992150706436421, 2.783224582672119]
['BV', 65, 'CV', 114, 'ssh', 'expr', 'V1', 'V3', 0.9983426246798253, 3.1327435970306396]
['BV', 34, 'CV', 111, 'svn', 'factor', 'V0', 'V3', 0.989247311827957, 0.7277219295501709]
['CV', 100, 'UV', 40, 'join', 'diff3', 'V3', 'V3', 0.9330024813895782, 0.12891554832458496]
['CV', 145, 'BV', 7, 'readlink', 'libSDL2-2.0.so', 'V3', 'V0', 0.9704589414454018, 1.866121530532837]
['UV', 28, 'CV', 174, 'strings', 'touch', 'V3', 'V0', 0.9973833406018316, 0.8760485649108887]
['BV', 73, 'CV', 55, 'geany', 'nohup', 'V0', 'V2', 0.9990319457889641, 3.5453405380249023]
['CV', 45, 'UV', 54, 'cp', 'as', 'V2', 'V1', 0.9703384459373812, 3.93210768699646]
['BV', 12, 'CV', 142, 'sort', 'nohup', 'V2', 'V3', 0.9671052631578947, 0.14183521270751953]
['BV', 80, 'CV', 321, 'cluster', 'hostid', 'V1', 'V1', 0.9904229848363927, 0.1546952724456787]
['UV', 25, 'BV', 79, 'as', 'bash', 'V3', 'V3', 0.9764349043397107, 53.83631420135498]
['CV', 92, 'UV', 5, 'mkdir', 'diff', 'V3', 'V2', 0.8965791567223548, 0.24941730499267578]
['UV', 71, 'CV', 246, 'xargs', 'id', 'V0', 'V0', 0.9282051282051282, 0.03702235221862793]
['CV', 103, 'BV', 18, 'dd', 'sort', 'V3', 'V3', 0.886444286728176, 0.352708101272583]
['BV', 17, 'CV', 174, 'codeblocks', 'touch', 'V2', 'V0', 0.9991145405097717, 3.2583906650543213]
['UV', 6, 'CV', 209, 'sdiff', 'sum', 'V2', 'V0', 0.9547038327526133, 0.0634617805480957]
['BV', 7, 'CV', 29, 'libSDL2-2.0.so', 'tail', 'V0', 'V2', 0.9930711934869219, 1.8740339279174805]
['BV', 15, 'CV', 241, 'libvlccore.so', 'uname', 'V3', 'V0', 0.9990723562152134, 1.0818922519683838]
['BV', 19, 'UV', 63, 'cp', 'elfedit', 'V3', 'V1', 0.9871677360219981, 0.22183847427368164]
['BV', 9, 'CV', 89, 'dot', 'unlink', 'V2', 'V3', 0.9933774834437086, 0.026393651962280273]
['CV', 89, 'UV', 49, 'unlink', 'xargs', 'V3', 'V1', 0.8843283582089552, 0.06408262252807617]
['CV', 141, 'UV', 74, 'false', 'strip', 'V3', 'V0', 0.9803389830508474, 1.0690860748291016]
['BV', 14, 'CV', 127, 'openssl', 'ls', 'V3', 'V3', 0.992503748125937, 6.0523362159729]
['CV', 60, 'UV', 50, 'hostid', 'find', 'V2', 'V1', 0.9257425742574258, 0.23395562171936035]
['UV', 28, 'CV', 227, 'strings', 'tty', 'V3', 'V0', 0.9968812653152149, 0.5173213481903076]
['BV', 67, 'UV', 79, 'cluster', 'strings', 'V0', 'V0', 0.9430740037950665, 3.2557132244110107]
['UV', 25, 'CV', 266, 'as', 'mkdir', 'V3', 'V1', 0.997577062861758, 1.338252067565918]
['BV', 66, 'CV', 316, 'lua', 'nohup', 'V1', 'V1', 0.9926551597502754, 0.4124867916107178]
['CV', 286, 'UV', 62, 'expand', 'ar', 'V1', 'V1', 0.9810445654365799, 0.7196283340454102]
['UV', 69, 'CV', 18, 'sdiff', 'pwd', 'V0', 'V2', 0.9357945425361156, 0.07834482192993164]
['UV', 41, 'CV', 223, 'cmp', 'tsort', 'V3', 'V0', 0.9367945823927766, 0.04214954376220703]
['BV', 44, 'UV', 78, 'make', 'c++filt', 'V0', 'V0', 0.9472180198352664, 5.240260124206543]
['UV', 32, 'CV', 330, 'addr2line', 'csplit', 'V3', 'V1', 0.9919484702093397, 1.9857916831970215]
['UV', 38, 'CV', 21, 'xargs', 'chgrp', 'V3', 'V2', 0.9617977528089887, 0.20082950592041016]
['CV', 244, 'UV', 61, 'vdir', 'addr2line', 'V0', 'V1', 0.9697632782971951, 2.077723264694214]
['CV', 139, 'BV', 3, 'logname', 'diff', 'V3', 'V1', 0.902, 0.15030121803283691]
['BV', 31, 'CV', 77, 'codeblocks', 'nl', 'V0', 'V2', 0.9978073003998452, 6.367195129394531]
['UV', 27, 'CV', 1, 'c++filt', 'stat', 'V3', 'V2', 0.9964873765093304, 0.8841753005981445]
['CV', 192, 'BV', 4, 'pwd', 'geany', 'V0', 'V3', 0.9945844615705062, 4.743646144866943]
['CV', 62, 'UV', 28, 'unexpand', 'strings', 'V2', 'V3', 0.975454744685514, 0.8026771545410156]
['UV', 40, 'CV', 185, 'diff3', 'printenv', 'V3', 'V0', 0.9662921348314607, 0.04448843002319336]
['CV', 15, 'UV', 11, 'uptime', 'ranlib', 'V2', 'V2', 0.9731731731731732, 1.0610013008117676]
['BV', 81, 'UV', 43, 'dot', 'sdiff', 'V1', 'V3', 0.9871244635193133, 0.044714927673339844]
['BV', 30, 'CV', 186, 'bash', 'stty', 'V0', 'V0', 0.9983976193201328, 1.493170976638794]
['CV', 60, 'UV', 86, 'hostid', 'size', 'V2', 'V0', 0.9846326836581709, 0.8183596134185791]
['CV', 38, 'BV', 44, 'split', 'make', 'V2', 'V0', 0.9657469077069458, 0.5841326713562012]
['BV', 1, 'UV', 15, 'libSDL2-2.0.so', 'ld', 'V3', 'V2', 0.9843071136761559, 44.877849817276]
['CV', 154, 'BV', 31, 'uname', 'codeblocks', 'V3', 'V0', 0.9948647047205215, 3.930777072906494]
['UV', 53, 'CV', 159, 'readelf', 'id', 'V1', 'V3', 0.9848293299620733, 0.33765554428100586]
['CV', 64, 'UV', 18, 'md5sum', 'ar', 'V2', 'V2', 0.9758648431214803, 0.9879195690155029]
['BV', 70, 'CV', 210, 'ssh', 'chroot', 'V0', 'V0', 0.9992107963065268, 1.2750415802001953]
['CV', 274, 'BV', 24, 'join', 'git', 'V1', 'V0', 0.9901507416971954, 3.2806921005249023]
['CV', 216, 'UV', 84, 'dircolors', 'ar', 'V0', 'V0', 0.9827658680117697, 0.8360378742218018]
['BV', 35, 'CV', 40, 'libvlccore.so', 'ls', 'V2', 'V2', 0.9971409720694964, 4.6336565017700195]
['UV', 76, 'CV', 314, 'as', 'tty', 'V0', 'V1', 0.9982888920576073, 0.7587382793426514]
['UV', 77, 'CV', 80, 'ranlib', 'uniq', 'V0', 'V2', 0.9950443939706793, 0.9615120887756348]
['BV', 57, 'CV', 208, 'svn', 'echo', 'V2', 'V0', 0.9990384615384615, 0.28444576263427734]
['UV', 84, 'CV', 195, 'ar', 'chgrp', 'V0', 'V0', 0.9958881578947368, 1.0400476455688477]
['UV', 27, 'CV', 252, 'c++filt', 'rm', 'V3', 'V0', 0.9935022742040286, 1.0999696254730225]
['UV', 70, 'CV', 140, 'locate', 'tty', 'V0', 'V3', 0.9647887323943662, 0.11606097221374512]
['UV', 21, 'CV', 75, 'objdump', 'tr', 'V2', 'V2', 0.997536187249769, 1.3238437175750732]
['UV', 38, 'CV', 107, 'xargs', 'tee', 'V3', 'V3', 0.9847908745247148, 0.15451741218566895]
['CV', 87, 'UV', 4, 'touch', 'cmp', 'V3', 'V2', 0.9649122807017544, 0.11032938957214355]
['CV', 173, 'BV', 5, 'ln', 'libvlccore.so', 'V3', 'V0', 0.9838506182185214, 3.9013898372650146]
['BV', 18, 'CV', 48, 'sort', 'df', 'V3', 'V2', 0.9486016628873771, 0.304553747177124]
['UV', 13, 'CV', 192, 'strings', 'pwd', 'V2', 'V0', 0.9973963983510523, 0.6554093360900879]
['CV', 148, 'UV', 0, 'ginstall', 'locate', 'V3', 'V2', 0.9641873278236914, 0.39959216117858887]
['BV', 70, 'CV', 129, 'ssh', 'dircolors', 'V0', 'V3', 0.9984403025812992, 2.5999574661254883]
['UV', 31, 'CV', 34, 'gprof', 'echo', 'V3', 'V2', 0.9979765277215702, 0.7151765823364258]
['UV', 40, 'CV', 91, 'diff3', 'basename', 'V3', 'V3', 0.9440993788819876, 0.08015799522399902]
['UV', 29, 'CV', 159, 'objcopy', 'id', 'V3', 'V3', 0.9961335676625659, 1.2623138427734375]
['CV', 333, 'UV', 50, 'id', 'find', 'V1', 'V1', 0.9287945034353529, 0.2251112461090088]
['CV', 76, 'BV', 30, 'comm', 'bash', 'V2', 'V0', 0.9799132618123716, 1.633366584777832]
['BV', 48, 'CV', 42, 'gvmap', 'dircolors', 'V3', 'V2', 0.9844302901627743, 0.2374584674835205]
['CV', 328, 'BV', 3, 'uname', 'diff', 'V1', 'V1', 0.9098901098901099, 0.10066771507263184]
['BV', 50, 'CV', 279, 'sort', 'pwd', 'V0', 'V1', 0.9659735349716446, 0.0529630184173584]
['UV', 34, 'CV', 346, 'elfedit', 'mknod', 'V3', 'V1', 0.9588100686498856, 0.05446767807006836]
['UV', 86, 'CV', 182, 'size', 'du', 'V0', 'V0', 0.9924474015464845, 1.6140563488006592]
['CV', 312, 'UV', 47, 'printf', 'sdiff', 'V1', 'V1', 0.9006849315068494, 0.07110142707824707]
['BV', 45, 'UV', 70, 'svn', 'locate', 'V3', 'V0', 0.9876771410967344, 1.5220298767089844]
['CV', 109, 'UV', 62, 'kill', 'ar', 'V3', 'V1', 0.9766798418972332, 1.119168996810913]
['CV', 83, 'UV', 12, 'tac', 'c++filt', 'V2', 'V2', 0.9576442113755547, 1.9476025104522705]
['BV', 81, 'CV', 263, 'dot', 'unlink', 'V1', 'V1', 0.9901477832512315, 0.018213987350463867]
['UV', 84, 'CV', 281, 'ar', 'tee', 'V0', 'V1', 0.99915611814346, 0.6091554164886475]
['BV', 57, 'CV', 223, 'svn', 'tsort', 'V2', 'V0', 0.9952651515151515, 0.34682703018188477]
['UV', 50, 'CV', 7, 'find', 'dir', 'V1', 'V2', 0.97678916827853, 0.7029581069946289]
['UV', 61, 'CV', 115, 'addr2line', 'chown', 'V1', 'V3', 0.9940227136879857, 1.7757699489593506]
['UV', 48, 'CV', 118, 'locate', 'sha1sum', 'V1', 'V3', 0.9540229885057472, 0.17443442344665527]
['UV', 85, 'CV', 194, 'elfedit', 'tee', 'V0', 'V0', 0.9854014598540146, 0.05466628074645996]
['BV', 61, 'UV', 0, 'cmp', 'locate', 'V0', 'V2', 0.9164086687306502, 0.07241606712341309]
['UV', 60, 'CV', 323, 'gprof', 'unexpand', 'V1', 'V1', 0.9980314960629921, 0.6759052276611328]
['BV', 4, 'CV', 269, 'geany', 'du', 'V3', 'V1', 0.9991756996249433, 8.448975801467896]
['CV', 119, 'UV', 10, 'paste', 'as', 'V3', 'V2', 0.973835268989454, 1.5554580688476562]
['CV', 246, 'BV', 47, 'id', 'dot', 'V0', 'V3', 0.9914893617021276, 0.022263050079345703]
['CV', 234, 'BV', 27, 'hostid', 'libSDL2-2.0.so', 'V0', 'V1', 0.9868678401788209, 1.0489871501922607]
['CV', 170, 'BV', 4, 'tac', 'geany', 'V3', 'V3', 0.9922990932803378, 7.950677871704102]
['UV', 45, 'BV', 21, 'cmp', 'cp', 'V1', 'V1', 0.9008264462809917, 0.11522912979125977]
['BV', 51, 'UV', 26, 'cp', 'ranlib', 'V0', 'V3', 0.9628252788104089, 1.7636008262634277]
['BV', 12, 'CV', 29, 'sort', 'tail', 'V2', 'V2', 0.9444444444444444, 0.2036445140838623]
['UV', 5, 'CV', 235, 'diff', 'ginstall', 'V2', 'V0', 0.9594496741491673, 0.3462390899658203]
['CV', 58, 'BV', 40, 'readlink', 'lua', 'V2', 'V2', 0.9617064158548875, 0.6002554893493652]
['CV', 285, 'UV', 27, 'factor', 'c++filt', 'V1', 'V3', 0.9803659080767515, 0.7209012508392334]
['CV', 3, 'BV', 41, 'test', 'libvlccore.so', 'V2', 'V1', 0.9904872091528474, 1.7168164253234863]
['CV', 105, 'BV', 10, 'pwd', 'gvmap', 'V3', 'V2', 0.9444820582261341, 0.3047299385070801]
['BV', 51, 'CV', 36, 'cp', 'chroot', 'V0', 'V2', 0.9465875370919882, 0.08924984931945801]
['UV', 13, 'CV', 335, 'strings', 'pathchk', 'V2', 'V1', 0.9973850512094138, 0.5814962387084961]
['CV', 75, 'BV', 54, 'tr', 'lua', 'V2', 'V3', 0.9637613245860669, 0.659193754196167]
['CV', 64, 'BV', 53, 'md5sum', 'ssh', 'V2', 'V2', 0.9860500379075057, 2.4873228073120117]
['CV', 272, 'BV', 42, 'printenv', 'libvlc.so', 'V1', 'V1', 0.9920859242509893, 0.31218743324279785]
['CV', 151, 'BV', 81, 'md5sum', 'dot', 'V3', 'V1', 1.0, 0.033989667892456055]
['UV', 32, 'BV', 70, 'addr2line', 'ssh', 'V3', 'V0', 0.9736437773312847, 42.07057547569275]
['UV', 35, 'CV', 105, 'size', 'pwd', 'V3', 'V3', 0.9970047068891742, 1.0242953300476074]
['BV', 25, 'CV', 6, 'git', 'fmt', 'V3', 'V2', 0.9991829230926361, 4.610069513320923]
['CV', 171, 'BV', 27, 'rmdir', 'libSDL2-2.0.so', 'V3', 'V1', 0.9816538882803943, 2.0362541675567627]
['CV', 61, 'UV', 72, 'ginstall', 'find', 'V2', 'V0', 0.8977932636469221, 0.5640735626220703]
['BV', 57, 'CV', 20, 'svn', 'tee', 'V2', 'V2', 0.9907235621521335, 0.4206273555755615]
['UV', 41, 'CV', 49, 'cmp', 'tsort', 'V3', 'V2', 0.9441117764471058, 0.05387616157531738]
['BV', 55, 'CV', 90, 'codeblocks', 'test', 'V3', 'V3', 0.9986376021798365, 3.833822011947632]
['BV', 83, 'CV', 10, 'git', 'ptx', 'V2', 'V2', 0.9985514038600827, 10.758505582809448]
['BV', 5, 'CV', 43, 'libvlccore.so', 'chmod', 'V0', 'V2', 0.9981872329405671, 2.226411819458008]
['BV', 63, 'CV', 164, 'ruby', 'nl', 'V0', 'V3', 0.9992775219001174, 4.796490430831909]
['CV', 227, 'UV', 38, 'tty', 'xargs', 'V0', 'V3', 0.9549114331723028, 0.08186674118041992]
['CV', 162, 'BV', 81, 'tr', 'dot', 'V3', 'V1', 1.0, 0.034470558166503906]
['UV', 16, 'CV', 265, 'gprof', 'basename', 'V2', 'V1', 0.9971971971971972, 0.6172785758972168]
['CV', 276, 'BV', 72, 'uptime', 'perl', 'V1', 'V1', 0.9916053019145803, 1.8125019073486328]
['UV', 69, 'BV', 23, 'sdiff', 'diff', 'V0', 'V3', 0.9183673469387755, 0.29308485984802246]
['CV', 159, 'BV', 39, 'id', 'svn', 'V3', 'V1', 0.9706666666666667, 0.6361885070800781]
['CV', 100, 'BV', 43, 'join', 'lua', 'V3', 'V0', 0.9369270260359369, 0.7376182079315186]
['CV', 262, 'BV', 17, 'stat', 'codeblocks', 'V1', 'V2', 0.99683022695575, 3.642167806625366]
['CV', 131, 'UV', 22, 'true', 'nm', 'V3', 'V3', 0.9782051282051282, 0.8606095314025879]
['BV', 1, 'CV', 161, 'libSDL2-2.0.so', 'pathchk', 'V3', 'V3', 0.99640409034723, 1.8295669555664062]
['UV', 35, 'CV', 37, 'size', 'seq', 'V3', 'V2', 0.9948253557567918, 0.8905210494995117]
['UV', 81, 'CV', 341, 'ld', 'uniq', 'V0', 'V1', 0.9969632553902217, 1.0855152606964111]
['CV', 97, 'BV', 29, 'ptx', 'perl', 'V3', 'V3', 0.9824179243815154, 4.510455369949341]
['BV', 39, 'UV', 16, 'svn', 'gprof', 'V1', 'V2', 0.9550528789659225, 8.078225135803223]
['UV', 41, 'CV', 216, 'cmp', 'dircolors', 'V3', 'V0', 0.9393939393939394, 0.047579050064086914]
['CV', 153, 'BV', 8, 'link', 'cluster', 'V3', 'V2', 0.9600886917960089, 0.25471949577331543]
['CV', 69, 'UV', 27, 'csplit', 'c++filt', 'V2', 'V3', 0.9648981238652411, 2.2746002674102783]
['UV', 8, 'BV', 32, 'strip', 'perl', 'V2', 'V0', 0.970530822996033, 39.76663136482239]
['UV', 44, 'CV', 310, 'diff3', 'tsort', 'V1', 'V1', 0.9528130671506352, 0.055846452713012695]
['CV', 26, 'BV', 80, 'date', 'cluster', 'V2', 'V1', 0.962962962962963, 0.31481003761291504]
['UV', 65, 'CV', 308, 'objdump', 'od', 'V1', 'V1', 0.9985092426952892, 1.316291093826294]
['CV', 0, 'UV', 39, 'touch', 'find', 'V2', 'V3', 0.964332318399304, 0.5386981964111328]
['UV', 50, 'CV', 321, 'find', 'hostid', 'V1', 'V1', 0.9961661341853035, 0.1507434844970703]
['BV', 48, 'UV', 54, 'gvmap', 'as', 'V3', 'V1', 0.9550107117353012, 6.3903491497039795]
['CV', 232, 'UV', 18, 'readlink', 'ar', 'V0', 'V2', 0.982059123343527, 0.7243552207946777]
['UV', 12, 'CV', 322, 'c++filt', 'ginstall', 'V2', 'V1', 0.9934680547050418, 1.862334966659546]
['CV', 96, 'BV', 83, 'users', 'git', 'V3', 'V2', 0.9920111149704759, 4.901025056838989]
['CV', 180, 'BV', 6, 'fmt', 'libvlc.so', 'V0', 'V0', 0.9799373040752352, 0.2844812870025635]
['BV', 62, 'CV', 300, 'diff', 'whoami', 'V0', 'V1', 0.9774557165861514, 0.0587003231048584]
['CV', 262, 'UV', 33, 'stat', 'ar', 'V1', 'V3', 0.9806624151409175, 0.8952856063842773]
['CV', 160, 'BV', 18, 'shred', 'sort', 'V3', 'V3', 0.9031770045385779, 0.3076150417327881]
['CV', 169, 'UV', 30, 'sort', 'ld', 'V3', 'V3', 0.9626313740755158, 4.973942995071411]
['CV', 38, 'UV', 20, 'split', 'size', 'V2', 'V2', 0.9663313487990146, 1.5108935832977295]
['CV', 53, 'BV', 44, 'tty', 'make', 'V2', 'V0', 0.959830866807611, 0.2849161624908447]
['UV', 21, 'CV', 322, 'objdump', 'ginstall', 'V2', 'V1', 0.9952373865158506, 2.538760185241699]
['BV', 35, 'CV', 96, 'libvlccore.so', 'users', 'V2', 'V3', 0.9990826740052746, 1.9662292003631592]
['BV', 3, 'CV', 153, 'diff', 'link', 'V1', 'V3', 0.9742319127849356, 0.14273428916931152]
['CV', 149, 'UV', 46, 'unexpand', 'diff', 'V3', 'V1', 0.8970268310369833, 0.23964905738830566]
['UV', 35, 'CV', 78, 'size', 'rm', 'V3', 'V2', 0.9920915712799168, 1.493102788925171]
['UV', 61, 'BV', 43, 'addr2line', 'lua', 'V1', 'V0', 0.9760723665013131, 7.884734869003296]
['BV', 33, 'UV', 41, 'openssl', 'cmp', 'V0', 'V3', 0.999266208920803, 3.7946484088897705]
['BV', 10, 'CV', 212, 'gvmap', 'split', 'V2', 'V0', 0.9870967741935484, 0.23006153106689453]
['CV', 222, 'UV', 62, 'df', 'ar', 'V0', 'V1', 0.9747783251231527, 1.201092004776001]
['UV', 4, 'CV', 308, 'cmp', 'od', 'V2', 'V1', 0.9243856332703213, 0.06394743919372559]
['UV', 48, 'CV', 264, 'locate', 'test', 'V1', 'V1', 0.9848975188781014, 0.1074831485748291]
['CV', 302, 'UV', 17, 'nice', 'addr2line', 'V1', 'V2', 0.9783127304272392, 0.6419265270233154]
['BV', 39, 'CV', 181, 'svn', 'dir', 'V1', 'V0', 0.9878048780487805, 1.0260682106018066]
['CV', 252, 'UV', 0, 'rm', 'locate', 'V0', 'V2', 0.8918918918918919, 0.14055371284484863]
['CV', 249, 'BV', 38, 'tr', 'ruby', 'V0', 'V2', 0.9916666666666667, 0.010953903198242188]
['BV', 34, 'UV', 9, 'svn', 'readelf', 'V0', 'V2', 0.9441473559120618, 2.115133285522461]
['CV', 74, 'UV', 24, 'pathchk', 'readelf', 'V2', 'V3', 0.9752808988764045, 0.4336273670196533]
['CV', 306, 'UV', 83, 'cp', 'addr2line', 'V1', 'V0', 0.9619932432432432, 1.6761925220489502]
['BV', 13, 'CV', 273, 'cp', 'stty', 'V2', 'V1', 0.9844617092119867, 0.12174129486083984]
['UV', 25, 'BV', 22, 'as', 'cmp', 'V3', 'V3', 0.9973336888414878, 1.7112717628479004]
['BV', 3, 'CV', 8, 'diff', 'du', 'V1', 'V2', 0.9500346981263011, 0.3878357410430908]
['UV', 86, 'CV', 254, 'size', 'uniq', 'V0', 'V0', 0.9973865969759194, 0.836212158203125]
['UV', 28, 'CV', 106, 'strings', 'pr', 'V3', 'V3', 0.9937785151389465, 1.5962297916412354]
['BV', 3, 'CV', 37, 'diff', 'seq', 'V1', 'V2', 0.9744346116027532, 0.1488325595855713]
['CV', 114, 'UV', 46, 'expr', 'diff', 'V3', 'V1', 0.888121546961326, 0.29214024543762207]
['CV', 126, 'UV', 44, 'whoami', 'diff3', 'V3', 'V1', 0.8861788617886179, 0.07999420166015625]
['BV', 49, 'UV', 86, 'make', 'size', 'V3', 'V0', 0.9555927943024717, 7.252350807189941]
['UV', 28, 'BV', 72, 'strings', 'perl', 'V3', 'V1', 0.9700551615445232, 37.99076437950134]
['CV', 289, 'BV', 32, 'chown', 'perl', 'V1', 'V0', 0.983745913124708, 2.640061378479004]
['BV', 32, 'CV', 28, 'perl', 'chown', 'V0', 'V2', 0.9959244164505372, 3.111121416091919]
['BV', 32, 'CV', 281, 'perl', 'tee', 'V0', 'V1', 0.9986723565670934, 1.3220064640045166]
['CV', 95, 'BV', 24, 'du', 'git', 'V3', 'V0', 0.979255288153371, 9.386358499526978]
['BV', 53, 'CV', 170, 'ssh', 'tac', 'V2', 'V3', 0.9977413040204789, 2.915422201156616]
['UV', 69, 'CV', 282, 'sdiff', 'chgrp', 'V0', 'V1', 0.9261363636363636, 0.10924315452575684]
['BV', 48, 'CV', 278, 'gvmap', 'mkfifo', 'V3', 'V1', 0.9866071428571429, 0.17818570137023926]
['CV', 120, 'UV', 10, 'sync', 'as', 'V3', 'V2', 0.9769807280513919, 1.46156907081604]
['UV', 9, 'CV', 132, 'readelf', 'cp', 'V2', 'V3', 0.9621848739495799, 1.0327026844024658]
['CV', 338, 'UV', 26, 'nl', 'ranlib', 'V1', 'V3', 0.9558738145926069, 1.8617570400238037]
['CV', 314, 'BV', 38, 'tty', 'ruby', 'V1', 'V2', 0.9873417721518988, 0.008000850677490234]
['UV', 21, 'CV', 144, 'objdump', 'who', 'V2', 'V3', 0.9966458301570361, 1.6714510917663574]
['BV', 30, 'UV', 25, 'bash', 'as', 'V0', 'V3', 0.9850111146395681, 43.911001205444336]
['CV', 206, 'BV', 10, 'paste', 'gvmap', 'V0', 'V2', 0.9687732342007435, 0.17725062370300293]
['BV', 40, 'UV', 82, 'lua', 'gprof', 'V2', 'V0', 0.9679504443845947, 9.014513731002808]
['UV', 17, 'CV', 194, 'addr2line', 'tee', 'V2', 'V0', 0.9965367965367965, 0.6070840358734131]
['CV', 44, 'BV', 56, 'true', 'ssh', 'V2', 'V3', 0.9855406860483003, 0.883495569229126]
['CV', 86, 'BV', 29, 'ln', 'perl', 'V2', 'V3', 0.9849151477058454, 3.268117904663086]
['BV', 77, 'CV', 281, 'perl', 'tee', 'V2', 'V1', 0.9991371251887539, 1.6001946926116943]
['UV', 46, 'CV', 240, 'diff', 'link', 'V1', 'V0', 0.9902439024390244, 0.10921859741210938]
['CV', 154, 'BV', 53, 'uname', 'ssh', 'V3', 'V2', 0.9852974611595301, 2.4264285564422607]
['CV', 134, 'UV', 53, 'od', 'readelf', 'V3', 'V1', 0.9605797101449275, 0.46807074546813965]
['CV', 318, 'UV', 77, 'who', 'ranlib', 'V1', 'V0', 0.9791405924071757, 0.9292821884155273]
['CV', 88, 'BV', 62, 'stat', 'diff', 'V3', 'V0', 0.9432624113475178, 0.21911334991455078]
['CV', 268, 'BV', 57, 'dir', 'svn', 'V1', 'V2', 0.9709325797335486, 1.0753560066223145]
['UV', 71, 'CV', 201, 'xargs', 'expr', 'V0', 'V0', 0.8617021276595744, 0.09922146797180176]
['BV', 67, 'CV', 313, 'cluster', 'logname', 'V0', 'V1', 0.984, 0.13564658164978027]
['CV', 38, 'UV', 76, 'split', 'as', 'V2', 'V0', 0.9738795710750618, 2.097749710083008]
['UV', 21, 'CV', 309, 'objdump', 'df', 'V2', 'V1', 0.9969230769230769, 1.3884937763214111]
['UV', 56, 'BV', 70, 'c++filt', 'ssh', 'V1', 'V0', 0.9769425327921887, 41.62635040283203]
